20Kb_5End 20Kb_3End Within Within+10Kb
0 10031 21000 21000
0 0 NA 0
0 15000 15000 15000
14000 14648 176000 176000
0 0 0 0
0 14000 160000 160000
0 29317 363684 373000
22810 0 45191 48000
1501 0 127000 127000
0 14412 391000 391000
3597 21266 63735 65000
16800 27479 78522 86000
16000 9592 52000 52000
22000 21935 126371 137000
13327 0 107000 107000
16858 0 49000 49000
14201 7271 118000 118000
0 0 0 0
0 40001 46137 56137
20000 26807 29181 45987
23937 25000 14948 25000
0 10918 NA 0
27237 25603 54162 67000
0 6622 53000 53000
14000 0 129000 129000
0 0 0 0
0 0 0 0
17000 607 49000 49000
24592 0 37409 42000
0 17109 38000 38000
3445 3824 NA 0
10779 28314 79687 88000
0 0 203000 203000
26241 40001 49226 65466
15834 22000 15386 22000
25384 22000 35754 51137
2106 28346 290655 299000
18000 10889 NA 889
18000 27311 111710 125000
0 0 0 0
15000 13944 NA 3944
15000 0 55564 63000
33287 21000 57506 69714
5740 40001 330823 340823
24187 23469 45346 53000
0 0 0 0
0 14687 15000 15000
0 23701 69300 73000
0 0 56000 56000
0 0 20000 20000
0 19558 55000 55000
279 21719 125719 135719
22000 22000 NA 17572
5120 40001 25185 35185
0 0 0 0
0 0 NA NA
29000 0 98290 108000
12992 13866 NA 2992
0 0 0 0
18307 0 21000 21000
0 0 9000 9000
14314 7682 30000 30000
17000 15493 8670 17000
934 15832 0 5832
24591 17750 33410 38000
16277 11988 0 6277
9262 8931 0 0
22327 10325 23674 26000
22297 27348 25357 35000
0 0 0 0
0 0 0 0
18825 0 55000 55000
23763 0 NA NA
23834 0 85167 89000
3684 13777 0 3777
22000 21999 62413 68000
19000 18168 16082 19000
26039 26523 NA 16039
26514 37190 10677 27190
31153 24533 6621 21153
14824 5369 NA 0
19428 21000 13492 21000
0 0 0 0
12351 0 0 2351
0 0 27000 27000
20000 40001 68979 80583
13493 0 0 3493
0 0 178000 178000
0 0 0 0
0 0 31000 31000
28000 17000 13350 32804
0 0 NA 0
3405 3338 NA 0
27000 0 17968 27000
32000 30623 NA 13579
23584 20717 2868 13584
21718 15218 64283 66000
0 0 0 0
0 0 0 0
0 21561 41440 43000
0 0 0 0
16407 35750 23251 33251
28223 23723 4501 18223
0 0 0 0
0 0 0 0
11019 15000 9883 15000
13468 0 148000 148000
0 0 0 0
0 27000 18226 27000
8638 0 NA NA
29707 0 60294 70000
12164 23677 68324 72000
14630 15359 NA 4630
0 0 0 0
0 0 NA 0
9610 9010 NA 0
16890 16264 NA 6264
23000 0 39752 44000
0 0 0 0
10623 12442 0 2442
26000 26000 2431 20868
23014 0 65014 75014
0 0 0 0
857 2313 0 0
23607 26000 62463 76069
0 13506 110000 110000
40001 11722 77923 89645
24279 0 146722 151000
0 23860 42141 46000
0 0 0 0
28224 26889 20889 36000
0 23128 23873 27000
0 0 108000 108000
0 26244 33244 43244
37755 0 58246 68246
0 2259 61000 61000
0 0 0 0
0 0 66000 66000
0 0 0 0
0 14242 51000 51000
26008 19702 77993 84000
0 0 NA 0
0 0 NA 0
0 0 48000 48000
17872 23001 30000 33752
23001 36646 100036 110355
26331 19000 6331 16331
37672 0 30329 40329
0 10496 23000 23000
23000 16729 3862 13862
20000 0 7557 17557
0 0 0 0
0 18000 71605 73000
0 0 112000 112000
0 26712 NA NA
0 0 0 0
0 0 98000 98000
0 0 0 0
0 0 0 0
19000 19000 2860 19000
0 31422 146422 156422
19970 0 0 9970
1457 3702 0 0
20000 14251 19283 20000
25184 0 78817 84000
28062 23913 53027 65000
956 0 1e+05 1e+05
0 0 NA 0
31431 0 95570 105570
0 0 0 0
0 0 0 0
0 5574 253000 253000
14158 14531 0 4531
28147 28174 28 18174
40001 40001 11172 31172
33658 24346 423313 437658
0 0 0 0
14305 14001 17000 17000
31606 0 68395 78395
20783 0 236218 237000
18052 16000 116000 116000
7142 0 66000 66000
29878 9358 51123 61000
29076 9092 120925 130000
12199 23724 55277 59000
8689 14731 0 4731
24000 24000 13985 24000
18449 27000 19354 27000
0 0 0 0
0 22286 26715 29000
7494 18516 0 8516
27664 0 56337 64000
0 23000 174064 178000
255 0 21000 21000
0 10063 0 63
17000 546 11029 17000
23571 26373 31058 41000
25000 0 16925 25000
0 16996 73000 73000
22000 22000 62 16366
25191 24976 51835 62000
0 0 0 0
0 5562 0 0
22000 0 16147 22000
0 8608 0 0
16403 25394 7598 15394
21393 17000 11393 17000
11530 9213 0 1530
0 0 0 0
0 0 0 0
0 5005 73000 73000
0 0 NA 0
0 23494 21507 25000
16836 0 13000 19836
27617 0 50384 58000
0 19048 49000 49000
0 0 44000 44000
6028 10178 0 178
27000 22628 18843 38843
0 0 0 0
13000 10614 488 10488
0 0 NA 0
0 0 NA 0
22860 26650 3791 16650
17000 6859 38000 38000
17000 17000 8590 17000
23388 0 81613 85000
14406 5540 26000 26000
30653 15391 27348 37348
1714 40001 45923 55923
36707 19503 16707 26707
6191 5093 0 0
0 9869 43000 43000
30118 36674 128557 148557
38000 0 19008 29008
0 23321 68680 72000
19873 9961 0 9873
21000 0 94074 104074
5187 14436 25000 25000
4760 2392 0 0
21000 18781 14910 21000
8997 24777 33224 38000
0 0 0 0
0 0 0 0
0 0 74000 74000
18261 19382 95000 95000
17449 14000 33500 43449
14218 19001 38000 38000
15000 28392 136561 152392
21786 26001 31215 36965
17703 17175 66703 70000
0 0 0 0
11814 28000 219538 228000
0 0 37000 37000
14000 14000 3481 14000
20001 24972 78029 83000
0 0 NA 0
26403 23000 8995 23000
0 10300 0 300
32795 0 274206 284206
21893 0 44108 46000
0 26927 6927 16927
38985 25854 13132 28985
17638 1010 0 7638
0 0 11000 11000
965 19471 25000 25000
0 31064 63937 73937
0 19007 63000 63000
0 0 102000 102000
25816 19940 29185 35000
28895 0 26106 35000
0 0 0 0
0 0 NA 0
29797 5213 60204 70000
0 0 0 0
0 24130 46871 51000
4851 32475 145526 155526
0 0 0 0
35290 21000 45066 56711
2521 40001 35342 45342
33723 0 151278 161278
25024 22416 42562 50000
11050 7733 0 1050
25657 12588 45344 51000
28855 21460 80687 91000
0 0 0 0
0 0 0 0
27055 14000 34946 48778
0 0 132000 132000
25000 0 18330 25000
15942 21314 36687 38000
13636 0 134000 134000
0 17849 330000 330000
0 32922 22079 32079
0 0 0 0
0 0 0 0
0 0 NA 0
10294 10088 NA 88
26065 17843 51936 58000
6673 26000 137305 145000
0 29972 35029 45000
5616 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 638 0 0
1098 10967 0 967
11700 24493 22508 27000
13429 7898 0 3429
7482 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 19001 16000 16000
22547 17537 21454 24000
4556 0 0 0
0 0 0 0
0 4632 0 0
12483 6822 30000 30000
3722 0 71000 71000
0 0 0 0
0 72 0 0
8620 8860 0 0
9318 0 27000 27000
0 0 0 0
0 0 82000 82000
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
7261 18400 0 8400
22000 14001 8989 18989
13327 25001 7143 25469
15952 22311 NA 5952
3053 0 0 0
0 0 134000 134000
0 0 325000 325000
0 14644 73000 73000
5460 26001 269000 269000
16718 0 24718 26000
0 0 34000 34000
0 16328 0 6328
24020 25860 40122 50000
0 0 NA 0
0 0 0 0
0 21352 91649 93000
18001 17000 17000 18992
17000 14771 17000 17000
6098 937 46000 46000
27637 21819 60546 70000
19001 16000 11856 16000
0 0 NA 0
0 0 44000 44000
14763 20667 41334 42000
21969 22864 24169 29000
8120 6817 0 0
4438 0 40000 40000
33640 13259 28640 38640
18000 15000 33000 33000
0 15481 16000 16000
0 25458 30543 36000
0 0 0 0
29248 19857 46753 56000
10001 15697 48000 48000
4884 0 0 0
0 0 NA 0
25741 18085 37260 43000
0 0 0 0
0 15023 31000 31000
9798 26454 36547 43000
0 0 0 0
14515 5007 18000 18000
9604 9695 0 0
24000 25727 67576 80000
0 0 0 0
28925 12301 28076 37000
20918 0 38083 39000
0 40001 242365 252365
0 3318 NA NA
0 0 53000 53000
34998 10368 44003 54003
0 0 0 0
0 0 0 0
785 2670 0 0
16000 16000 155 12905
18200 14538 81000 85538
15000 27000 67196 80000
12243 20783 43218 44000
18442 0 0 8442
22299 33355 11057 23355
32337 937 12337 22337
11026 35607 15607 25607
32042 26765 5278 22042
0 0 NA 0
0 0 0 0
0 0 0 0
0 0 0 0
684 0 NA 0
14000 18965 32163 34000
8757 8089 0 0
0 0 0 0
0 0 0 0
0 0 0 0
16169 23741 23260 27000
0 0 0 0
0 0 NA 0
0 0 0 0
13702 52 NA 0
23900 24276 377 14276
35690 19001 21311 31311
24529 5920 34472 39000
22225 21001 54776 58316
21001 0 74000 74000
0 0 NA 0
23257 4241 37744 41000
15000 15000 11823 15000
15000 15000 0 6380
12709 12099 0 2709
4500 0 0 0
19164 15948 55000 55000
28691 16000 116310 125000
0 0 129000 129000
0 21000 28524 36000
0 0 296000 296000
0 0 0 0
21821 0 86180 88000
0 0 149000 149000
0 18000 8105 18000
0 0 NA NA
28714 0 42287 51000
0 0 0 0
0 0 0 0
0 0 NA 0
19672 6806 96000 96000
24948 0 53053 58000
18769 20000 56294 62000
920 0 92000 92000
4821 0 159000 159000
0 15217 91000 91000
18427 34655 70346 80346
25977 0 5977 15977
0 0 0 0
0 0 NA 0
24079 32399 69524 83602
13000 0 340625 349000
0 0 0 0
0 26336 97665 104000
18493 30277 50724 60724
10230 12308 660000 660000
31004 26358 103640 119997
17000 17000 5742 17000
4728 23523 33478 37000
14000 0 69282 71000
0 0 140000 140000
0 0 0 0
21000 21000 9301 21000
14000 14000 2041 12041
7480 21900 35101 37000
13879 19494 35000 35000
0 3960 152000 152000
20768 22611 31623 35000
9961 7362 0 0
0 31777 45224 55224
13998 27093 24908 32000
0 3813 640000 640000
6843 15000 NA 0
22954 4040 39047 42000
21000 17398 201594 203000
0 21638 26363 28000
3988 0 308000 308000
2492 0 88000 88000
17472 7079 62000 62000
0 34885 59116 69116
15000 15000 1824 15000
9070 0 NA 0
16000 16000 NA 14345
16000 7894 0 9349
24798 34640 111564 126361
11239 9042 69000 69000
31354 13193 246647 256647
0 0 0 0
0 0 0 0
28511 0 88490 97000
0 21000 15550 21000
0 22000 19305 22000
2957 22000 58340 66000
0 0 0 0
0 0 0 0
0 0 0 0
23928 22017 89057 95000
28349 16532 98652 107000
16001 0 14000 16121
0 0 0 0
0 0 0 0
19528 15784 0 9528
22000 0 159558 165000
0 3583 458000 458000
18334 0 138000 138000
19000 5188 51848 55000
13758 10965 92000 92000
23094 0 194907 198000
27850 22726 56426 67000
0 0 0 0
0 0 0 0
13000 746 1396 11396
0 13932 119000 119000
22249 0 475752 478000
23795 0 107206 111000
0 0 0 0
8960 14651 208000 208000
0 32729 31729 41729
0 0 0 0
0 0 0 0
16293 27241 129760 137000
28769 8042 61232 70000
28394 0 21607 30000
3059 8576 17000 17000
21465 27904 33633 43000
11000 16964 21000 21000
19978 24000 104618 111000
23814 11362 3814 13814
14000 14000 290 13312
11136 13716 39000 42716
28000 36000 36203 55965
34878 19001 14878 24878
23441 33058 9618 23058
25000 25000 78 20078
23632 980 79369 83000
0 0 0 0
21000 0 92522 99000
30162 19029 57839 67839
4917 40001 47762 57762
38907 24784 14124 28907
0 22451 42550 45000
10630 0 0 630
0 0 0 0
25482 20467 54053 60000
27656 17810 310345 318000
34000 0 141528 151528
32922 22990 40090 53079
17000 17000 490 15150
17000 0 7739 17000
40001 26472 25756 42227
10001 10221 18000 18000
21958 22000 12392 22000
0 0 87000 87000
0 0 0 0
0 67 98000 98000
0 0 22000 22000
8328 1628 53000 53000
0 0 196000 196000
0 34311 181690 191690
736 0 0 0
0 15000 34000 34000
0 16000 243690 250000
25780 25001 21221 27194
0 8495 0 0
35283 0 27718 37718
24267 25075 25660 35000
1613 0 0 0
0 21000 8319 18319
21000 0 95979 105979
0 0 0 0
8755 18078 117000 117000
23871 0 134130 138000
28371 4158 84630 93000
0 0 13000 13000
16000 20196 59343 62000
0 11896 22000 22000
27370 0 186631 194000
18000 0 11663 18000
28702 40001 15878 34579
40001 25266 106032 121297
15259 0 69000 69000
0 25001 51000 51000
33251 15486 86750 96750
0 14332 94000 94000
22915 29168 145919 158000
22713 14840 30288 33000
0 0 0 0
24990 15127 48011 53000
14000 14000 6227 14000
40001 23285 30060 43344
0 1620 36000 36000
23587 21651 92764 98000
5551 22360 46641 49000
3352 26345 96656 103000
6544 6372 17000 17000
32000 0 12602 22602
0 0 0 0
0 20392 392 10392
22758 0 498243 501000
32827 22011 77164 89174
6404 27000 193632 203632
0 0 0 0
0 0 0 0
5148 10613 0 613
26828 23020 25154 35000
22000 22000 12158 22000
26001 0 43000 43000
0 0 0 0
0 10283 215000 215000
32161 364 37840 47840
0 0 0 0
0 0 11000 11000
102 30441 200560 210560
0 33538 120463 130463
1127 0 75000 75000
28750 9133 68251 77000
28175 21572 20255 30000
0 0 0 0
14000 14000 6892 14000
0 4450 0 0
16000 16000 NA 16000
0 0 0 0
24200 40001 18311 32510
40001 0 40762 50762
0 20000 99684 104000
12024 0 35000 35000
23308 17750 3308 13308
0 0 0 0
0 0 0 0
0 22338 295663 298000
9286 5505 0 0
0 0 0 0
0 26543 182458 189000
0 0 85000 85000
19000 18939 218373 228373
18914 0 28000 28000
22634 23706 130662 137000
16110 25114 32887 38000
0 15000 8383 15000
21377 30467 54091 65467
16461 17505 0 7505
25772 16229 85229 91000
25445 13095 73556 82095
0 0 NA 0
7145 6529 NA 0
17782 17843 0 7843
26469 21871 83662 92000
0 22702 103299 106000
0 24243 55758 60000
0 28970 147031 156000
7629 4226 218000 218000
18000 0 85909 87000
16000 11595 13921 16000
0 13001 92000 92000
15000 0 5321 15000
1907 27400 121601 129000
12704 0 231000 231000
7160 7232 0 0
11402 9000 NA 0
29152 19284 26849 36000
0 24000 10790 20790
23154 11797 49847 53000
0 0 0 0
7959 10382 0 382
19934 23168 28833 32000
25713 26664 NA 15713
17191 26474 23527 30000
18073 0 NA 0
18074 20414 414 10414
32765 11380 12765 22765
26897 40001 13810 30706
40001 0 20605 30605
24490 19652 24511 29000
19001 19001 NA 870
19000 19000 6508 19000
19000 15573 17000 26359
0 0 0 0
0 0 0 0
0 0 0 0
0 0 NA 0
17381 21491 62510 64000
3639 370 0 0
18000 0 54000 54000
31000 0 167042 177042
0 0 12000 12000
23855 22000 48964 55000
23458 21581 72963 78000
20046 26781 38955 42781
28001 17563 26585 31000
3714 0 0 0
29371 0 23630 33000
0 0 0 0
0 0 0 0
0 0 NA 0
24862 32487 45653 60514
0 0 0 0
30276 3039 36725 46725
22613 24848 25541 33000
0 0 0 0
18822 20000 NA NA
18874 0 21000 21000
0 0 0 0
0 0 0 0
0 0 0 0
16000 40001 93564 103564
0 0 14000 14000
24561 33853 27588 42148
0 29660 NA NA
0 23577 NA NA
14000 14000 14000 14000
0 18577 285000 293577
26884 14503 28117 35000
20251 17135 219750 220000
4887 7521 98000 98000
3441 0 419000 419000
0 0 0 0
0 20842 25159 26000
9162 13865 0 3865
14247 16434 0 6434
16943 16000 64188 75000
5777 0 144000 144000
28125 12084 258876 269084
25711 17677 156290 162000
17420 20350 162651 163000
19441 0 35000 35000
35703 0 120298 130298
0 7751 13000 13000
8471 9000 24000 24000
21000 26649 64603 73000
0 0 0 0
0 0 0 0
30728 22644 23630 36273
9652 11174 NA 0
27087 12001 24914 32000
28661 0 29340 38000
0 27115 179886 187000
0 0 0 0
36756 9844 16756 26756
25254 0 57747 63000
0 0 62000 62000
12746 15546 0 5546
27150 26781 NA 16781
38977 24461 60564 75024
0 0 0 0
0 2334 75000 75000
6556 11053 0 1053
19000 19000 0 9209
19000 19000 1248 19000
19000 0 5158 15158
23615 27052 76335 87000
0 0 116000 116000
0 0 120000 120000
29095 8799 9095 19095
0 0 0 0
10000 10000 425 10000
1622 28079 64922 73000
0 0 0 0
20000 15765 13600 20000
0 15000 10296 15000
0 15000 176950 186950
15000 15000 142 11105
0 0 NA NA
21410 40001 31999 43408
28987 9146 8987 18987
0 19514 250000 250000
27884 0 27117 35000
30759 0 39242 49242
29182 32460 50360 69541
0 0 13000 13000
23266 23587 NA 13266
0 20556 97445 98000
0 17000 17000 17000
13273 9439 179000 179000
25006 7974 5006 15006
40001 26920 13162 30081
13724 29366 73635 83000
0 20341 341 10341
22259 14000 444613 447000
0 12542 NA 0
0 0 NA 0
0 7804 12000 12000
27000 17645 17062 27000
0 0 NA 0
23317 18723 27684 31000
0 14509 31000 31000
0 0 0 0
0 23763 27238 31000
9056 11845 0 1845
22140 16716 28861 31000
7043 15435 27000 27000
2107 0 0 0
0 4015 0 0
13651 16492 0 6492
20887 26831 24284 32000
15666 18822 34000 34000
18000 21001 18000 18000
15000 15000 0 8837
0 0 0 0
0 16260 0 6260
32698 26928 20376 37303
20069 21303 23630 25000
9354 0 127000 127000
0 20250 240751 241000
27157 0 27844 35000
13179 22000 62224 65000
2670 9830 140000 140000
16089 0 66000 66000
29160 0 80841 90000
25516 2942 379485 385000
10668 17288 154000 154000
39314 0 30687 40687
0 0 0 0
24000 34000 68804 88485
23000 20258 10869 21126
0 0 0 0
0 0 0 0
0 0 0 0
0 0 527000 527000
24000 23491 62026 71000
14000 22236 63765 66000
0 30549 10549 20549
0 5186 0 0
21122 14000 79590 83000
39 31748 93253 103253
551 1670 0 0
21000 18001 64699 68000
18546 20000 19590 20000
15556 26816 46185 53000
0 23134 77867 81000
16447 0 NA NA
16452 26000 55211 64000
13539 25338 22663 28000
17412 17842 NA 7412
13502 0 371000 371000
0 18427 264000 264000
12432 26008 161993 168000
0 0 0 0
0 0 19000 19000
0 0 0 0
0 29000 91860 101860
29000 8886 11388 21388
22349 19167 37652 40000
30389 21410 209203 220612
0 0 0 0
0 0 0 0
0 0 0 0
15819 27731 290270 298000
11719 20148 157853 158000
28676 0 169325 178000
0 0 355000 355000
0 20000 13676 20000
11654 11477 NA 1477
35904 0 35097 45097
0 12119 94000 94000
0 0 NA 0
4857 26000 9457 19457
10205 12432 0 2432
34309 0 24692 34692
23000 26000 180330 197536
0 0 NA 0
0 1264 NA NA
7906 32242 89242 99242
40001 35180 36146 56146
3988 5464 0 0
36267 5719 41734 51734
0 0 0 0
12699 21235 38766 40000
9850 0 0 0
10846 11086 0 1086
20000 17001 19681 20000
24000 19767 14292 24000
29000 13173 87092 97092
14000 14000 6367 14000
9318 21349 21652 23000
12339 33010 47010 57010
37000 2928 19169 29169
0 23471 43530 47000
12000 10460 12000 12000
32522 30488 100992 120992
9728 12827 69000 69000
15000 0 15000 15000
5804 9470 1e+05 1e+05
25460 0 43541 49000
22000 24000 74698 87901
9076 0 33000 33000
0 9805 36000 36000
0 10690 0 690
0 12039 NA 0
27381 0 61620 69000
26000 24481 72797 87000
0 0 0 0
0 0 NA 0
0 8097 0 0
16000 16000 6509 16000
0 0 0 0
25324 33000 11607 26930
23841 23973 NA 13841
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
9662 8655 NA 0
16000 16000 6405 16000
16000 16000 0 9177
9437 0 0 0
0 8529 0 0
15568 26000 17185 26000
0 0 0 0
0 0 0 0
0 8412 0 0
13742 14904 0 4904
16189 19020 22000 22000
3098 21168 35833 37000
0 6277 10000 10000
2993 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
21122 9242 28879 30000
2924 1269 0 0
0 9719 1000 1000
16018 35632 31369 41369
23453 8324 3453 13453
1123 19000 15257 19000
11299 12053 NA 1299
5529 0 0 0
0 0 0 0
0 0 0 0
0 21043 56958 58000
21751 24000 56303 76303
13732 9626 0 3732
4000 4000 NA 3564
4000 0 4000 4000
0 0 0 0
0 0 124000 124000
0 0 0 0
20008 24133 65861 70000
0 9081 NA 0
0 0 NA 0
22843 6214 95158 98000
20496 0 115505 116000
0 0 NA 0
23756 14894 21245 31245
21000 21000 9817 21000
16125 15488 29000 29000
30051 12053 51950 61950
0 13271 29000 29000
15000 6210 29228 33000
10443 39596 104405 114405
6026 7002 NA 0
0 0 0 0
9616 22860 57141 60000
6869 33000 17414 27414
0 2758 NA 0
32701 0 25300 35300
0 15015 NA 0
0 0 NA 0
0 17892 356000 356000
27574 5000 64427 77000
15152 40001 75022 85022
15073 0 17000 17000
0 17000 50772 60772
17000 29793 204540 218000
0 16455 96000 96000
0 11000 0 1433
0 0 0 0
24234 19000 48210 56000
16441 24000 9123 19123
13316 29710 27291 37000
6158 19916 149000 149000
11122 0 241000 242122
15457 0 24000 24000
6271 8097 136000 136000
20000 0 110582 113000
0 0 28000 28000
0 0 0 0
32122 11562 208879 218879
2038 0 229000 229000
13022 9671 0 3022
22666 25768 58568 67000
10662 0 66000 66000
15000 22001 32038 37000
19000 0 16694 19000
22657 20656 77689 81000
0 11879 0 1879
14899 13000 47000 47000
32199 0 50802 60802
0 30000 18863 28863
0 0 0 0
14241 28319 8319 18319
38774 3447 82227 92227
0 5430 35000 35000
26790 21876 65336 74000
23292 23652 19058 26000
0 0 0 0
21611 17000 63390 65000
14021 0 88000 88000
26599 0 196402 203000
27977 13373 161024 169000
27849 22173 68980 79000
0 0 34000 34000
0 3101 0 0
18000 35658 51307 61343
21840 15442 55840 65840
0 12002 0 2002
16480 22000 12258 22000
0 8887 NA NA
0 0 0 0
12317 0 20000 20000
23876 25335 47791 57000
16506 17000 10243 17000
5167 0 48000 48000
22102 0 211899 214000
27000 9923 149187 158000
0 0 0 0
0 25550 53000 62451
19000 19000 7490 19000
25466 24512 24024 34000
0 0 0 0
2982 35104 15104 25104
2199 0 137000 137000
22522 37456 21024 33545
0 0 0 0
32234 0 20767 30767
24370 15000 42583 50000
0 5425 NA 0
0 0 0 0
18000 0 27436 32000
0 21000 12988 21000
0 16185 110000 116185
37053 27952 9102 27053
19859 19694 0 9859
14001 5172 20000 20000
15205 0 63000 63000
21000 0 20709 30000
0 0 49000 49000
28489 22996 206517 218000
0 0 0 0
28414 15848 56587 65000
10734 2267 14000 14000
0 0 0 0
13000 13000 11576 13000
21000 1740 17661 21000
0 24884 16000 16000
12000 0 41000 49092
815 0 NA 0
15240 40001 25277 35277
40001 40001 146376 166376
35131 29103 6029 25131
24383 25705 NA 14383
6386 6291 0 0
2047 1835 0 0
0 0 0 0
14000 5922 14000 14000
15000 15000 5258 15000
15000 15000 NA 8092
0 19217 26000 26000
18536 13904 80000 80000
14000 36243 38552 49758
0 0 0 0
33091 0 47910 57910
21251 17000 51583 56000
0 8605 82000 82000
19795 24516 120485 125000
12055 29924 9924 21979
10101 10857 NA 101
0 0 117000 117000
32925 27585 56492 74076
4124 0 0 0
14067 25927 60074 66000
0 0 36000 36000
17521 15316 19000 19000
28945 22733 26324 38000
0 15136 31000 31000
17000 15256 46000 54775
31107 26058 88837 104894
1739 26000 19141 26000
22808 31889 291305 304112
13145 0 35000 35000
19185 0 28000 28000
0 0 150000 150000
31156 15000 66501 78845
0 0 0 0
0 30578 34423 44423
14857 6529 143000 143000
0 0 0 0
13647 28147 89147 99147
40001 36920 8226 28226
0 0 0 0
25958 0 39043 45000
0 0 0 0
0 0 0 0
0 0 216000 216000
10159 0 133000 133000
6309 10736 0 736
15000 15000 NA 15000
13937 3405 62000 62000
19083 9698 62000 62000
0 26653 69348 76000
0 0 0 0
0 17000 8985 17000
0 0 22000 22000
0 23874 53127 57000
0 0 0 0
25541 27351 59110 72000
0 0 65000 65000
0 15000 79179 86000
13097 0 39000 39000
0 7927 0 0
26898 31532 4635 21532
35465 22753 22784 35536
14000 6616 10161 14000
16114 22240 65761 68000
20000 20000 6689 20000
18653 22498 2498 12498
40001 38210 2490 22490
18462 16888 0 8462
12337 11857 0 2337
0 31072 65929 75929
0 0 NA 0
18000 18000 14867 18000
0 0 0 0
27544 19037 25457 33000
9640 11000 8149 11000
20001 18000 3632 13632
8208 7300 0 0
13159 11295 NA NA
0 20684 31317 32000
0 23764 140237 144000
0 0 0 0
0 1365 0 0
26000 26000 520 20520
6437 26995 127006 134000
15000 15000 10217 15000
24000 24000 8638 24000
0 22001 18000 19403
37837 37998 162 20162
0 8433 0 0
26000 20617 18836 26000
13294 14167 44000 44000
0 0 NA 0
3158 136 NA 0
28613 0 58388 67000
0 0 62000 62000
11776 37000 17985 27985
0 0 0 0
0 0 0 0
0 0 0 0
31642 14001 84359 94359
23000 23000 12190 23000
3276 24189 NA NA
0 22058 34943 37000
0 0 0 0
23000 14419 14232 23000
24000 0 19557 24000
18000 24685 54486 69170
10286 660 195000 195000
16000 16000 NA 12903
0 0 421000 421000
0 1110 0 0
18284 10216 52000 52000
3578 0 0 0
22000 21143 51873 56000
3884 9242 18000 18000
18000 17163 16406 18000
3752 3951 NA 0
16820 22000 8735 18735
0 0 NA 0
24791 27000 3934 18724
14955 13346 0 4955
0 0 0 0
40001 23249 48206 61454
0 0 0 0
0 0 0 0
0 13988 115000 118988
15822 0 248000 248000
0 0 0 0
8566 30296 20705 30705
0 0 30000 30000
27509 0 49492 57000
0 16000 47000 47000
0 0 0 0
20327 22860 19815 23000
8585 0 0 0
17070 16297 NA 6297
22000 14185 41397 51000
7532 1222 0 0
0 0 NA 0
22683 26336 3654 16336
3069 0 0 0
0 0 0 0
0 26835 242166 249000
12869 13470 0 3470
15649 7333 17000 17000
3744 3744 NA 0
21721 27042 30239 39000
6269 34248 117248 127248
38000 10869 19701 30570
21000 0 456351 466351
16000 2986 165265 168000
29404 0 103597 113000
27119 35367 8249 25367
0 0 0 0
24000 11064 14911 24000
21578 27232 33192 42000
14539 0 140000 144539
0 0 NA 0
19008 21630 53371 55000
12941 25853 31853 41853
33070 0 22931 32931
13000 13000 361 13000
13000 17568 31000 38643
22336 491 106665 109000
30000 0 163597 173597
0 18519 52000 52000
0 0 0 0
13000 27586 231012 241000
7814 27665 26336 34000
16466 0 101000 101000
29156 0 205845 215000
0 26890 30111 37000
6347 0 204000 204000
29000 28033 10526 28558
0 0 NA NA
0 18262 128000 136262
19967 19592 94000 94000
27000 23280 14239 27000
0 19000 11652 19000
19258 16688 53000 53000
0 0 NA NA
0 0 NA NA
28913 12005 248088 257000
20000 0 18960 20000
31623 31811 189 20189
0 14449 NA NA
0 0 223000 223000
0 0 0 0
0 0 NA 0
22517 21398 63087 67000
28944 20670 32388 42000
28146 20598 60258 69000
0 0 0 0
0 0 51000 51000
28564 28364 NA 18364
0 0 215000 215000
0 21000 120281 126000
0 19244 73000 82244
23099 15050 104902 108000
0 0 NA NA
26533 0 186533 196533
0 0 27000 27000
0 11568 0 1568
19862 20333 NA 9862
0 0 0 0
19102 26000 301381 311381
12312 40001 23459 33459
16001 16001 NA 310
16651 27027 567974 575000
22292 24915 94795 102000
0 0 0 0
9544 11369 NA 0
0 0 0 0
0 1222 41000 41000
0 0 0 0
40001 22578 29131 41708
5677 0 0 0
16000 0 183536 193536
0 22000 42788 52788
20001 20001 NA 5583
27246 36930 13826 31071
0 23034 3034 13034
13706 0 40000 43706
21000 21000 12583 21000
0 0 0 0
21065 36463 19474 30538
0 0 NA 0
0 0 NA 0
35684 22970 17348 30317
88 17855 63000 63000
0 0 110000 110000
0 0 0 0
0 0 0 0
8224 22595 158406 161000
19999 26717 46284 53000
15242 78 19000 19000
21698 33430 55874 67571
18531 18477 0 8531
0 0 0 0
0 0 0 0
6056 26508 56493 63000
11809 7427 NA 0
22000 13587 13710 25587
26029 30811 4783 20811
34000 34000 3903 23903
0 0 NA 0
