20Kb_5End 20Kb_3End Within Within+10Kb
40001 40001 3032 23032
40001 24140 16257 30396
0 0 0 0
0 22598 91403 94000
0 0 17000 17000
7722 28092 82909 91000
19736 22000 13831 22000
0 28000 62024 72024
13963 0 20000 20000
36781 25707 11075 26781
22658 2431 103658 113658
4000 4000 0 0
0 0 0 0
0 6622 36000 36000
0 0 0 0
0 0 NA 0
0 0 0 0
40001 0 25894 35894
0 0 44000 44000
37595 26785 53622 70406
0 0 0 0
0 0 0 0
24948 22136 31918 39000
0 22331 85670 88000
13377 27200 133801 141000
0 0 0 0
26262 0 281739 288000
0 0 0 0
0 19000 52526 55000
11487 7618 0 1487
10715 23312 60689 64000
15592 16822 34000 34000
12493 26000 45712 53000
0 35007 22994 32994
21986 21891 3877 23877
24542 21171 79289 85000
0 17462 NA NA
0 0 NA 0
0 7276 29000 29000
26000 40001 41099 57835
4912 5206 0 0
9280 17111 18000 18000
9537 26001 53000 53000
26001 26552 22125 29000
15476 29845 23156 33000
19578 26444 71557 78000
21860 25001 52141 54000
25001 23447 18759 23000
24001 21000 7595 18409
8677 7902 0 0
0 0 0 0
0 0 0 0
0 31077 52924 62924
18666 0 28000 28000
39000 28000 38822 57886
0 24000 97766 102000
14000 15835 181000 181000
1508 23802 139199 143000
16760 0 126000 126000
0 0 0 0
14935 12000 39000 39000
3672 2901 NA 0
20767 0 36234 37000
0 0 NA 0
15911 14128 81000 85128
0 0 0 0
13318 0 37000 37000
28000 19980 18863 28000
13295 9287 0 3295
0 0 0 0
7595 0 31000 31000
0 11406 0 1406
18629 18009 NA 8009
22670 23057 388 13057
25646 24996 651 15646
16148 4034 33000 39148
18000 18000 5082 18000
20000 15562 13058 20000
24000 20618 14710 24000
17473 17229 0 7473
887 7724 0 0
18000 12825 NA 2825
18000 0 14513 18000
23000 23000 12358 23000
8864 3645 0 0
13000 13000 3428 13000
13000 13000 5454 13000
13000 13000 0 5526
0 0 0 0
0 223 0 0
2800 1670 NA 0
4530 18001 16000 16000
18001 18001 NA 1752
22000 27001 18671 22000
26135 15000 11973 16135
15000 0 0 9603
0 22001 63000 63000
25020 22761 22221 30000
20088 20078 11 10088
8648 8796 NA 0
19753 24744 4744 14744
26000 16067 11655 21655
22000 21657 17763 22000
13542 0 9000 9000
0 0 0 0
0 0 0 0
0 890 0 0
2157 5712 0 0
11000 11000 1919 11000
0 0 NA 0
0 13000 0 7210
13000 13000 10673 13000
12024 11949 0 2024
9139 1964 0 0
0 0 0 0
0 6654 0 0
18825 17186 26000 26000
9133 9536 NA 0
0 19000 9803 19000
15834 14303 0 5834
20131 40001 26118 36248
35583 33004 2580 22580
30192 21435 8758 20192
9257 5606 0 0
10302 11116 0 1116
23000 0 16587 23000
0 0 0 0
0 0 0 0
0 0 0 0
0 13000 12475 13000
14032 15672 33000 33000
14540 13414 NA 3414
19299 9838 29000 29000
9001 22815 45186 48000
6617 0 0 0
15000 14000 34236 45000
14000 14000 0 9616
14000 0 0 4244
0 3324 0 0
17222 15259 20000 20000
0 0 0 0
0 0 0 0
8066 8234 0 0
9000 5898 9000 9000
0 18000 12923 18000
11049 1362 39000 39000
21000 3186 125402 135000
15000 12001 31000 31000
21000 17000 28197 38000
0 0 0 0
0 0 NA NA
0 0 0 0
26830 0 64171 71000
0 0 0 0
19000 21001 10621 19000
23626 22033 29343 35000
16049 15798 0 6049
0 0 NA 0
10362 10507 0 507
21258 0 1258 11258
0 0 NA 0
0 0 58000 58000
0 0 0 0
0 0 NA 0
4189 7798 0 0
23867 17051 20134 24000
19000 24497 62133 69000
0 0 48000 48000
25556 0 79445 85000
0 16000 16000 16000
3683 1657 0 0
21047 15526 62954 64000
0 13000 13000 13000
40001 13066 35763 45763
14000 14000 7266 14000
18124 19946 36000 36000
3558 0 0 0
28940 40001 11290 30229
13500 8083 62000 65500
22875 0 22126 25000
0 5013 0 0
31000 30824 74975 94975
14631 6444 119000 119000
0 0 0 0
14000 0 14000 14000
0 0 0 0
20916 23554 22532 27000
0 0 0 0
0 0 0 0
8886 19759 NA NA
21000 21000 100 17123
0 1576 0 0
24483 22568 60951 68000
0 18650 38000 38000
0 0 0 0
0 0 0 0
0 0 66000 66000
0 0 0 0
37534 0 26467 36467
0 0 0 0
0 0 0 0
25777 23746 57479 67000
0 920 0 0
13418 23001 21000 21000
23001 34184 85817 95817
17565 14987 0 7565
0 0 0 0
0 0 0 0
0 0 NA 0
0 0 NA 0
15908 0 63000 63000
21672 21189 NA 11189
40001 0 44672 54672
17938 0 54000 54000
0 29463 68538 78000
0 0 0 0
0 0 0 0
20982 31043 23977 34958
0 22399 24602 27000
16000 16000 8729 16000
0 0 0 0
0 0 0 0
0 0 0 0
29592 17188 73409 83000
14000 10139 499 10499
0 0 0 0
0 0 NA 0
2711 9322 0 0
14000 14000 6810 14000
0 0 0 0
0 3976 0 0
16689 0 34000 34000
0 26988 67013 74000
21185 24986 53831 60000
13954 0 20000 20000
23988 0 33013 37000
0 0 155000 155000
0 0 0 0
23116 26013 44873 54000
0 0 22000 22000
0 0 0 0
23691 0 27310 31000
26000 0 30759 40000
0 0 0 0
0 0 0 0
0 902 0 0
18947 0 22000 22000
0 0 0 0
0 0 0 0
0 0 0 0
0 20000 19127 20000
4582 0 0 0
0 0 31000 31000
0 0 0 0
0 13962 57000 57000
0 0 0 0
0 0 0 0
0 0 NA 0
19356 24000 9677 19677
24000 0 8943 18943
16186 1332 NA 0
23357 37205 13849 27205
12627 12040 0 2627
0 0 0 0
0 0 NA 0
0 15000 15000 15000
8001 11298 0 1298
20699 24000 6936 17634
24000 23871 7894 21764
14823 14576 0 4823
5173 0 0 0
0 23001 23000 23000
23001 23001 0 5318
23001 30426 7841 20426
28571 5062 8571 18571
0 0 0 0
0 10324 0 324
13143 12243 NA 2243
14000 15000 27332 29000
6908 0 0 0
0 0 0 0
762 24472 22529 27000
0 0 0 0
0 0 0 0
8629 0 25000 25000
22282 0 23719 26000
0 0 0 0
0 13209 0 3209
15000 15000 11704 22162
15000 15000 10126 15000
18111 19001 0 5890
13000 13000 7531 13000
12585 0 0 2585
0 0 0 0
0 0 0 0
0 8452 28000 28000
0 36000 19078 29078
3669 0 365000 365000
0 0 0 0
0 0 0 0
0 0 48000 48000
21324 24712 52966 59000
0 0 0 0
0 0 0 0
31909 31704 10389 30389
15000 15000 NA 13940
16435 15000 88206 95000
6034 0 NA 0
33687 16365 33687 43687
26000 0 84941 94941
7000 24000 15851 24000
14299 28173 40828 49000
22000 14604 35779 40000
35000 0 15155 25155
0 38057 173944 183944
16000 28113 45888 54000
0 0 NA 0
0 25001 48000 50594
29150 29127 24 19150
33854 1786 82147 92147
0 30001 105000 106909
0 16638 147000 147000
0 0 0 0
0 0 NA 0
0 0 NA 0
0 19110 0 9110
20410 30000 15977 26386
30000 0 11976 21976
21798 24883 20321 27000
0 1959 0 0
13799 23605 39396 43000
16000 16000 9005 16000
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
23000 0 16401 23000
0 0 NA 0
1188 2298 0 0
11923 0 127000 127000
25021 21552 28429 35000
0 0 0 0
0 18506 19000 19000
2646 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 NA 0
27791 25001 35222 44000
19992 12967 14992 19000
17262 0 606000 606000
2448 2465 0 0
16332 0 22000 22000
20000 13206 17390 20000
0 0 0 0
0 3491 0 0
20658 21001 32343 33000
21001 21001 0 3674
16001 22000 28018 35000
14000 14000 8899 14000
0 0 NA 0
0 1833 0 0
6474 5287 NA 0
11849 12056 0 2056
16000 16000 NA 7504
16000 19071 8128 16000
25001 19000 18005 24179
18819 18712 0 8819
439 6412 0 0
18403 17085 64000 64000
21141 24681 37180 43000
16000 16000 15309 16000
23087 22587 18328 24000
19287 17154 0 9287
12832 5568 0 2832
0 0 0 0
25556 40001 21504 37059
21286 22367 NA 11286
10471 10925 0 925
15000 15000 8768 15000
0 0 0 0
0 0 0 0
24505 0 56496 61000
14163 14013 NA 4013
23006 30206 7201 20206
30039 26569 3471 20039
0 6596 NA 0
0 0 0 0
15467 27495 126506 134000
20084 8089 20917 21000
0 0 NA 0
0 21000 NA NA
0 0 NA 0
0 0 NA 0
0 0 0 0
40001 26574 15953 32526
7170 23005 85996 89000
570 2898 0 0
13000 25769 10146 15769
20157 18000 7365 18000
0 0 20000 20000
19000 0 18797 19000
0 0 0 0
0 0 0 0
27000 27000 119 20119
0 0 0 0
0 0 0 0
23000 21678 15183 23000
0 0 0 0
0 0 0 0
17821 19000 35106 38000
0 0 0 0
0 28000 23291 33291
28000 14502 28382 38382
0 0 0 0
17000 17000 4308 16396
26105 24108 36789 47000
12769 27135 7135 19904
10914 0 29000 29000
0 0 0 0
0 0 NA 0
0 0 88000 88000
26598 12672 43403 52672
13000 24226 34589 41000
10022 6146 16000 16022
19000 16710 10988 19000
14000 14000 4973 14000
17000 17000 11994 17000
0 0 0 0
26929 28074 NA 16929
13893 23612 31389 35000
8135 11406 58000 58000
21000 20050 9568 19617
20396 14001 58605 59000
21000 21000 10064 21000
13221 0 0 3221
0 0 0 0
0 0 NA 0
0 21731 87000 87000
26001 0 56000 56000
0 21692 60309 62000
0 38630 82630 92630
40001 0 28343 38343
29227 0 107774 117000
0 0 NA 0
0 0 0 0
0 0 0 0
0 0 0 0
9941 9402 87000 87000
31832 0 81169 91169
0 0 31000 31000
0 3885 0 0
26798 11544 24203 31000
2331 0 0 0
23361 11802 3361 13361
21684 14871 25317 27000
15293 27418 27583 35000
1529 0 23000 23000
24000 0 117859 124000
11811 11803 NA 1803
14000 14000 10 14000
27736 19638 20265 28000
0 0 NA 0
0 0 32000 32000
0 0 0 0
0 0 36000 36000
16000 16000 NA 11852
10615 9150 0 615
27652 0 29349 37000
23599 18373 62402 66000
20095 18152 43906 44000
12925 20213 93788 94000
16000 16000 11316 16000
14440 13659 0 4440
5001 23000 15902 23000
17171 8251 0 7171
25000 20381 18001 25000
14334 14255 0 4334
11648 9860 0 1648
16000 15627 NA 5627
16000 0 13906 16000
24255 9001 50746 55000
11364 15964 26000 26000
31970 32324 355 20355
14177 16000 0 7064
16000 16000 11225 16000
3001 18163 26000 26000
4747 4792 NA 0
0 4144 0 0
19773 17194 21000 21000
0 45 NA 0
13000 13000 1521 13000
0 0 0 0
793 1526 0 0
10386 23000 17332 23000
5532 3796 0 0
23000 23000 10694 23000
12794 11348 0 2794
1761 0 0 0
0 0 NA 0
0 17645 21000 21000
12593 11244 0 2593
19000 0 7685 17685
19000 14019 14328 19000
0 0 0 0
19000 19000 1758 12864
13818 12990 0 3818
15000 15000 9890 15000
17000 11079 12820 17000
20000 15223 54824 57000
0 0 NA 0
19377 0 39000 39000
0 13000 0 6676
13000 13000 NA 4446
2199 2210 NA 0
0 0 0 0
25186 26498 63318 75000
0 0 0 0
17000 26349 21392 33349
20000 0 25967 34000
0 0 0 0
0 0 0 0
0 0 0 0
0 6921 0 0
0 0 0 0
16000 16000 10455 16000
24186 0 31815 36000
27000 27000 147 19461
0 16801 NA NA
0 0 0 0
25924 0 51077 57000
0 0 0 0
29633 35000 6151 25783
28206 18279 8206 18206
16095 16181 NA 6095
9783 28438 8438 18438
30791 39390 8600 28600
36271 26319 9953 26271
13357 9577 22000 22000
6454 6699 NA 0
1483 1055 0 0
0 0 NA 0
0 0 0 0
3168 3286 0 0
18000 18000 10282 18000
0 0 0 0
0 0 0 0
0 35444 36557 46557
0 0 NA NA
0 0 0 0
0 0 NA 0
1381 3570 0 0
19132 18604 NA 8604
23135 23000 162600 174000
21211 21418 NA 11211
22815 21534 21653 26000
8248 8077 NA 0
11862 10634 NA 634
14000 26048 69953 76000
16669 16735 0 6735
18000 18000 NA 8813
18000 0 16156 18000
0 0 0 0
0 346 0 0
5042 5332 0 0
8090 8909 0 0
17811 17684 50000 50000
16001 23001 15000 18433
23001 20000 19852 20000
10907 7293 0 907
8457 17317 41000 41000
0 0 0 0
7934 15810 31000 31000
5713 4978 0 0
0 22905 52096 55000
0 0 NA 0
0 1999 48000 48000
0 0 NA 0
0 0 0 0
0 0 NA 0
0 7466 14000 14000
11865 14000 1554 11554
14000 14000 9283 14000
14000 946 0 5436
0 0 0 0
0 0 NA 0
16810 0 28000 28000
0 0 0 0
0 28448 8448 18448
0 0 NA 0
16000 6213 60000 60000
25000 0 11092 21092
21002 0 20999 22000
2615 31000 13522 23522
0 0 0 0
0 9653 14000 14000
27693 26910 NA 16910
40001 3761 91450 101450
23828 23861 23313 31000
14148 707 62000 62000
23000 0 145496 152000
0 0 105000 105000
26644 0 28357 35000
0 0 NA NA
0 0 0 0
21000 19111 14375 21000
0 20128 54873 55000
0 0 NA 0
0 0 NA 0
0 12847 0 2847
23971 17890 25030 29000
17001 27143 83858 96941
20994 15525 NA 6007
16000 16000 9498 16000
16000 21702 89692 96000
5460 0 0 0
0 25215 27786 33000
0 0 NA 0
23326 26000 6502 19827
28737 33722 4986 23722
0 0 0 0
13000 13000 13000 13000
0 17000 17000 17000
20269 22000 15632 22000
6811 6852 NA 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
28857 0 86144 95000
17432 1694 24000 24000
14000 6604 14000 14000
11582 0 47000 47000
0 0 0 0
0 0 0 0
7912 6387 101000 101000
0 0 0 0
0 0 79000 79000
18074 18000 34676 37000
0 0 0 0
0 17018 38000 38000
0 20900 166101 167000
14001 26332 42669 49000
0 18239 34000 34000
0 0 35000 35000
8546 0 122000 122000
0 0 0 0
0 0 NA 0
14000 24298 11303 14298
28448 29410 0 10963
30001 30001 NA 10365
28047 22000 16048 22000
15026 36955 16955 31981
39915 21649 18267 29915
3303 3203 0 0
0 0 0 0
23790 0 24211 28000
24000 20148 53423 58000
0 24520 25481 30000
19000 19000 8642 19000
19000 19000 NA 9845
13825 13515 0 3825
0 0 0 0
29295 27463 74244 91000
10494 12784 45000 45000
16000 22079 53848 56000
15000 15000 7372 15000
0 0 19000 19000
26000 26000 7193 25987
0 0 0 0
0 0 0 0
0 26057 44944 51000
16135 0 91000 91000
0 0 0 0
26785 25965 35252 48000
15000 15000 6826 15000
18000 18000 34472 36000
14607 7583 0 4607
19000 19000 93 15958
0 17000 14278 17000
0 27489 142512 150000
2917 1993 0 0
0 5810 0 0
27542 34771 7230 24771
36666 0 16666 26666
0 323 0 0
12000 0 8280 12000
0 18000 1813 11813
18000 18000 NA 15064
17437 22667 2667 12667
34541 40001 12727 32727
38289 9000 27289 37289
0 1525 NA 0
19000 19000 1452 18716
7279 32827 128174 138174
21000 11079 18829 21000
14091 14037 0 4091
18000 18000 10101 18000
2397 1102 0 0
0 0 0 0
0 0 34000 34000
29859 25013 31130 46000
0 18207 98000 98000
0 0 0 0
0 0 NA 0
0 0 0 0
0 0 0 0
0 339 0 0
21000 28001 16266 25117
22904 15000 14904 15000
0 15535 16000 21535
19981 7618 42000 42000
0 0 0 0
22000 21238 10224 21461
0 17684 30000 30000
21738 31835 24429 36166
25680 23748 NA 13748
26041 33179 7139 23179
31456 0 11456 21456
0 0 0 0
0 6049 0 0
23214 20652 21136 25000
18000 18000 NA 16532
18121 20451 26550 27000
5960 2431 0 0
437 5262 0 0
23909 26446 23647 34000
0 0 0 0
0 16234 31000 31000
25203 0 115798 121000
0 3368 0 0
7848 4357 NA 0
18000 39994 36472 47994
40001 39133 1087 21087
34440 0 14440 24440
0 14205 57000 57000
2316 11551 46000 46000
0 0 0 0
27036 23185 33781 44000
17469 12816 0 7469
21000 21000 10839 21000
1039 0 0 0
24000 18532 12414 22414
18536 22140 33861 36000
20000 25189 13560 20000
25533 13000 10484 15533
13000 13000 0 7705
10743 11669 NA 743
6151 4471 0 0
18642 17693 NA 7693
23253 24001 44070 50000
24001 14709 17000 21976
0 0 0 0
0 0 0 0
723 12151 0 2151
14000 14000 NA 8633
8226 0 0 0
0 289 0 0
4977 8741 0 0
16474 16621 0 6621
18000 11690 10860 18000
0 0 0 0
21709 0 27292 29000
0 16000 15232 16000
13000 0 10169 13000
0 10488 0 488
18000 12835 14644 18000
21539 8277 30462 32000
0 0 0 0
0 0 0 0
0 0 0 0
15000 15000 3115 15000
15000 15000 0 7291
22000 18728 16930 22000
0 0 0 0
0 0 0 0
0 3400 0 0
15000 9992 15000 15000
15239 17000 15613 17000
13530 0 0 3530
15000 20026 63177 64000
18633 14186 39000 39000
17000 13691 12816 17000
27031 21925 25046 34000
0 0 29000 29000
4385 4334 NA 0
17000 14318 8279 17000
9532 7001 0 0
15408 6191 33000 33000
17000 10720 139313 140000
25734 28852 49416 64000
0 0 0 0
0 0 NA NA
0 0 0 0
7831 12871 0 2871
19480 0 0 9480
0 17933 21000 21000
0 31696 141305 151305
18643 23160 24841 28000
0 0 0 0
201 1637 0 0
9901 16057 0 6057
19700 9871 53000 53000
16655 18000 16175 18000
7860 22000 19690 22000
9151 588 0 0
14000 14000 1835 14000
6564 16770 41000 41000
0 0 0 0
0 22652 34349 37000
2885 26000 9126 19126
26000 21271 12497 23767
10001 10001 0 0
25480 16228 48521 54000
0 0 0 0
26836 9756 89165 96000
23000 13697 16404 23000
5624 0 0 0
0 10000 0 3333
10000 22670 42331 45000
0 4100 0 0
21000 17898 19484 21000
16001 24352 27649 32000
6007 4766 0 0
14845 0 16000 16000
0 0 0 0
1576 1580 0 0
9845 3419 NA 0
25915 15483 24086 30000
8207 12160 0 2160
14000 20000 29137 34000
8614 9550 0 0
19000 19000 11619 19000
16000 25583 32000 32000
26001 18467 88000 88661
22227 23105 32670 38000
14211 23051 NA 4211
4895 11206 NA 0
4892 0 0 0
0 0 0 0
0 23000 321747 331747
0 0 NA 0
0 0 NA 0
0 0 0 0
24354 16662 105647 110000
0 0 104000 104000
0 0 NA 0
19000 15732 14964 19000
17000 8454 12601 17000
0 0 0 0
0 16549 30000 30000
0 26000 33211 41000
0 15841 0 5841
19000 19000 11186 19000
25685 27092 16225 29000
10380 0 0 380
0 0 0 0
0 0 0 0
0 19463 32000 32000
11546 0 0 1546
0 22068 58933 61000
0 0 13000 13000
0 0 0 0
0 0 0 0
20000 20000 4694 18760
20000 20000 5219 15392
13329 20952 49049 50000
0 31116 42885 52885
0 0 0 0
0 0 0 0
14617 18000 11850 18000
0 0 0 0
0 0 0 0
18293 14547 62000 62000
33169 12482 13169 23169
17581 26458 71543 78000
18850 19000 11813 19000
0 15375 61000 66626
0 0 0 0
19000 15036 9623 19000
27644 0 75357 83000
19455 28018 8018 18018
13843 0 79000 79000
3061 7664 0 0
21740 18180 53261 55000
5640 12230 0 2230
18000 18000 13774 18000
0 0 0 0
0 0 NA 0
1678 1792 0 0
12373 9511 NA 0
14380 14443 0 4443
25426 0 33575 39000
0 0 0 0
24000 0 18339 24000
0 0 0 0
0 0 NA 0
0 14572 91000 91000
0 15169 41000 41000
28958 24248 125796 139000
22862 0 22139 25000
22106 13970 41895 44000
23000 23000 10831 23000
21373 30053 20576 31948
12001 23362 69639 73000
12495 15238 106000 106000
0 0 93000 93000
28386 25163 43453 57000
0 0 180000 180000
0 0 0 0
0 0 NA 0
7893 3371 NA 0
20092 11239 25909 26000
24315 0 76686 81000
0 30012 33989 43989
3208 24211 29790 34000
3508 2316 0 0
0 0 0 0
0 12275 22000 22000
0 0 0 0
0 0 0 0
24985 22180 21837 29000
3743 0 0 0
0 0 0 0
6377 5407 NA 0
21079 21248 22675 25000
0 0 0 0
445 0 NA 0
4455 4308 NA 0
9309 11072 0 1072
24000 7845 16409 24000
28791 40001 35449 54239
0 0 0 0
0 0 0 0
0 0 0 0
25290 19077 50711 56000
0 0 NA 0
22143 35407 13265 25407
27001 27001 NA 1101
27001 25000 10722 24514
21026 0 1026 11026
8799 9779 0 0
20589 33000 17653 28241
30344 28586 1759 20344
11916 10278 0 1916
0 0 NA 0
0 0 0 0
0 0 NA 0
0 16000 15183 16000
18000 18000 8352 18000
0 21719 24282 26000
15625 0 0 5625
15398 23337 NA 5398
12059 10470 0 2059
22000 0 60712 67000
0 0 0 0
0 0 0 0
0 0 0 0
0 0 106000 106000
14180 27351 57650 65000
17679 6538 19000 19000
28489 17363 33512 42000
12392 11842 0 2392
0 0 0 0
0 0 0 0
0 14863 16000 20863
18159 21000 16720 21000
0 15872 87000 87000
0 0 0 0
24000 22943 11535 24000
26470 22682 37531 48319
13809 12798 7809 11000
19950 29290 9290 19290
34000 0 16263 26263
0 15047 48000 48000
8772 22001 49000 49000
22001 2487 40000 40000
0 16000 12664 16000
14587 24001 62000 62000
24001 20604 93397 94000
17001 20000 19947 20000
7233 7094 NA 0
38123 16000 31199 44123
12109 11963 0 2109
9919 6202 0 0
25348 0 121653 127000
38505 21936 16570 28505
20335 20608 NA 10335
13066 5798 0 3066
3046 3646 NA 0
1169 1386 0 0
5557 1403 NA 0
17000 21000 36034 38000
4430 0 0 0
0 0 0 0
0 0 NA 0
0 0 NA 0
7341 14145 0 4145
23591 28259 4669 18259
29000 19000 24394 39712
4283 5577 0 0
10984 10177 NA 177
17000 17000 0 8499
17000 17000 931 12011
17000 23566 12392 17000
26001 26001 0 6035
19237 0 13237 15000
26000 21729 15566 26000
11006 11103 NA NA
23608 29102 47292 60000
26001 14000 22000 33514
14000 14000 7350 14000
19144 22413 30588 33000
17000 0 NA NA
17000 24443 41129 51000
10796 0 0 796
0 0 NA 0
0 0 NA 0
28051 15398 106950 115000
0 459 NA 0
0 0 0 0
31548 0 183453 193453
0 0 NA 0
23635 25265 39102 48000
13016 0 38000 38000
29314 0 68687 78000
0 3906 0 0
12000 40001 42323 52605
2591 35984 227017 237017
27948 15259 144948 154948
24814 24222 71966 81000
22860 0 41141 44000
11380 28343 57658 66000
21777 28374 84851 95000
0 0 0 0
0 26237 26764 33000
25419 28000 39588 55006
0 0 0 0
25239 25840 92923 104000
22549 24003 51450 58000
0 0 0 0
0 17047 134000 134000
685 0 NA 0
24223 22978 71801 79000
0 17334 50000 50000
0 0 NA 0
20314 25107 30581 36000
763 0 0 0
21000 21000 3698 20867
0 0 NA 0
19740 15525 55000 55000
25643 27870 17489 31000
0 0 0 0
0 4656 70000 70000
0 0 NA 0
12558 5546 68000 68000
32000 0 58511 68511
31813 25799 99390 115188
0 0 0 0
24000 24000 11382 24000
7656 0 0 0
11767 11917 0 1917
13919 0 14000 14000
0 18223 40000 48223
13452 24474 64527 69000
17432 0 NA NA
18000 18000 14786 18000
22568 26000 16905 26000
0 23695 NA NA
28000 26112 12027 28000
23850 22595 26557 33000
19031 40001 36736 46736
0 0 0 0
33845 24422 28735 43156
0 0 226000 226000
16182 25000 31899 41899
23650 13128 56351 60000
0 23996 466005 470000
0 0 0 0
28000 22667 31235 43901
18177 21000 16817 21000
0 0 NA 0
31448 14000 128806 145553
13809 38110 78891 88891
0 0 0 0
0 0 0 0
0 0 22000 22000
26000 21000 34125 47000
10799 0 24000 24000
0 0 0 0
30540 14507 35461 45461
0 0 0 0
18000 18000 9572 18000
14121 19015 79000 79000
0 0 NA 0
0 26831 385170 392000
17795 3428 452000 452000
14000 17109 7760 21109
20000 20000 NA 12700
12300 22483 37518 40000
0 28230 37771 46000
26104 0 58897 65000
33124 0 49877 59877
9892 14412 0 4412
35746 0 70255 80255
27516 25585 151901 165000
21589 14000 39412 41000
17082 14963 74000 74000
22718 36974 20310 33027
31378 30151 1228 21228
26094 0 29094 39094
0 0 0 0
22000 0 14537 22000
14145 14712 0 4712
20675 21554 54773 57000
0 25583 60418 66000
0 0 0 0
0 0 NA NA
0 0 14000 14000
0 0 97000 97000
24159 26228 44615 55000
0 0 0 0
0 0 0 0
0 0 0 0
30740 17000 109699 122261
19169 19428 NA 9169
19829 0 67000 67000
0 0 0 0
16000 18001 6996 16000
20000 25403 112153 124000
0 27384 94617 102000
0 27170 26831 34000
23713 0 73288 77000
0 0 0 0
0 15000 122000 128179
15000 0 37462 38000
0 0 0 0
16356 22000 119239 126000
0 0 14000 14000
19667 0 27000 27000
22000 14579 16257 22000
24717 17008 51284 56000
15000 0 14682 15000
0 24843 77158 82000
0 40001 168487 178487
0 29077 252924 262000
0 0 34000 34000
20182 21865 82955 85000
0 40001 306745 316745
40001 17000 51853 64803
20367 15896 41634 42000
13628 11939 54000 54000
0 0 41000 41000
0 28439 31562 40000
0 0 0 0
22640 26717 131645 141000
14284 9582 160000 160000
30000 20441 12896 23336
14178 13001 0 4178
23051 27087 24965 42051
0 36713 16713 26713
40001 11705 20903 30903
0 7222 0 0
14000 20525 10403 14000
14723 23391 11723 14000
28001 8125 23000 24615
14000 0 12681 14000
13328 19549 40000 40000
15547 8502 0 5547
19000 10173 13760 19173
14000 26646 12431 16646
18883 13704 5180 13000
10932 9900 0 932
0 0 0 0
13000 13000 NA 3593
13000 13000 8337 13000
13000 13000 0 9213
25000 0 19718 25000
0 0 0 0
0 0 0 0
0 4889 0 0
2431 7525 0 0
14000 14000 1090 11090
14000 14000 5998 14000
0 0 0 0
0 3141 0 0
21556 19985 25445 27000
11397 14000 13638 15397
4118 0 0 0
18000 18000 19073 29073
6725 3754 0 0
0 16808 0 6808
24000 21001 18454 24000
20000 20000 15171 20000
0 0 0 0
22001 22001 0 6120
22244 31965 19793 32036
6328 2014 0 0
16000 16000 NA 10536
4578 2092 NA 0
9704 20483 21518 22000
16513 10000 10000 16513
8385 6380 15000 15000
4108 4366 NA 0
25995 39882 19125 35119
37743 0 17743 27743
0 0 0 0
0 0 0 0
0 0 0 0
0 25000 18895 25000
8526 0 0 0
0 22443 2443 12443
23823 21366 2458 13823
19634 24001 1367 11367
24001 19594 29000 29000
16003 22441 57560 60000
0 1258 83000 83000
37289 35774 NA 18486
39914 33451 6464 26464
25461 8363 5461 15461
0 6816 20000 20000
16000 16000 0 8661
16000 16000 9397 16000
0 0 17000 17000
7122 12053 0 2053
21468 17683 48533 50000
23127 13896 43874 47000
5399 0 0 0
14088 1635 43000 43000
0 0 0 0
12016 11995 NA 1995
21000 21000 14464 21000
9224 0 22000 22000
14000 0 29618 34000
20781 26505 51725 62505
18000 10992 59186 60000
0 0 NA 0
16490 22000 2957 12957
22000 22000 NA 12113
0 34842 14842 24842
33751 18000 31751 41751
5983 0 0 0
0 0 74000 74000
0 0 0 0
0 1443 0 0
4043 8579 0 0
20000 17643 17008 20000
6195 0 0 0
0 6009 0 0
10932 0 31000 31000
19000 19000 NA 11427
14386 14066 0 4386
2001 2170 0 0
17600 0 55000 55000
0 23824 135177 139000
18088 16490 0 8088
5105 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
20863 21612 23527 26000
8099 6274 0 0
0 0 0 0
0 0 0 0
0 1010 0 0
7241 7489 0 0
20281 20041 NA 10041
22225 1864 22776 25000
16319 25351 36650 42000
19999 0 36000 36000
0 0 0 0
0 0 68000 68000
0 0 0 0
0 0 0 0
0 0 27000 27000
0 2028 0 0
26210 25646 20146 32000
8925 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 11797 0 1797
15000 14309 15000 15000
9404 0 0 0
5038 12000 0 5576
12000 12000 8279 12000
15001 14000 12102 14000
13001 17000 0 10760
17000 17000 10709 17000
11000 17809 8648 11000
13000 15000 15000 22203
7001 19431 26000 26000
9906 10241 NA 0
8714 9137 0 0
11736 15346 0 5346
29000 23869 15141 29000
18000 18000 9701 18000
15000 15000 9012 15000
12887 8247 0 2887
16165 15113 NA 5113
18995 20813 34188 35000
14454 14443 NA 4443
20358 20408 51 10408
25212 23404 27386 36000
13072 17000 17000 17000
2493 195 NA 0
16000 16000 8458 16000
0 0 0 0
13000 13000 NA 8451
13000 0 10806 13000
0 0 NA 0
18000 18000 14982 18000
3217 0 0 0
21990 27040 21972 31000
18949 18813 0 8949
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
15703 0 16000 16000
0 0 0 0
0 0 0 0
0 0 0 0
